execucao,arquitetura,lr,partidas,iteracoes,horas,vitoria_pct,ic95_baixo_pct,ic95_alto_pct
bucket_heuristic_recent,anterior,0.001,8800000,4400,2.454,65.457,65.162,65.751
bucket_heuristic_recent,anterior,0.001,8900000,4450,2.482,65.588,65.293,65.882
bucket_heuristic_recent,anterior,0.001,9000000,4500,2.509,65.492,65.197,65.786
bucket_heuristic_recent,anterior,0.001,9100000,4550,2.537,65.419,65.124,65.713
bucket_heuristic_recent,anterior,0.001,9200000,4600,2.565,65.517,65.222,65.811
bucket_heuristic_recent,anterior,0.001,9300000,4650,2.593,65.479,65.184,65.773
bucket_heuristic_recent,anterior,0.001,9400000,4700,2.621,65.712,65.417,66.006
bucket_heuristic_recent,anterior,0.001,9500000,4750,2.649,65.615,65.32,65.909
bucket_heuristic_recent,anterior,0.001,9600000,4800,2.677,65.66,65.365,65.954
bucket_heuristic_recent,anterior,0.001,9700000,4850,2.704,65.638,65.343,65.932
bucket_heuristic_recent,anterior,0.001,9800000,4900,2.732,65.72,65.425,66.014
bucket_heuristic_recent,anterior,0.001,9900000,4950,2.76,65.678,65.383,65.972
bucket_heuristic_recent,anterior,0.001,10000000,5000,2.787,65.66,65.365,65.954
bucket_heuristic_recent,anterior,0.001,10100000,5050,2.815,65.647,65.352,65.941
bucket_heuristic_recent,anterior,0.001,10200000,5100,2.843,65.551,65.256,65.845
bucket_heuristic_recent,anterior,0.001,10300000,5150,2.871,65.265,64.969,65.56
bucket_heuristic_recent,anterior,0.001,10400000,5200,2.899,65.553,65.258,65.847
bucket_heuristic_recent,anterior,0.001,10500000,5250,2.926,65.493,65.198,65.787
bucket_heuristic_recent,anterior,0.001,10600000,5300,2.954,65.637,65.342,65.931
bucket_heuristic_recent,anterior,0.001,10700000,5350,2.982,65.779,65.484,66.072
bucket_heuristic_recent,anterior,0.001,10800000,5400,3.01,65.945,65.651,66.238
bucket_heuristic_recent,anterior,0.001,10900000,5450,3.038,65.82,65.525,66.113
bucket_heuristic_recent,anterior,0.001,11000000,5500,3.066,65.746,65.451,66.04
bucket_heuristic_recent,anterior,0.001,11100000,5550,3.094,65.775,65.48,66.068
bucket_heuristic_recent,anterior,0.001,11200000,5600,3.121,65.698,65.403,65.992
bucket_heuristic_recent,anterior,0.001,11300000,5650,3.149,65.813,65.518,66.106
bucket_heuristic_recent,anterior,0.001,11400000,5700,3.177,65.786,65.491,66.079
bucket_heuristic_recent,anterior,0.001,11500000,5750,3.205,65.53,65.235,65.824
bucket_heuristic_recent,anterior,0.001,11600000,5800,3.233,65.758,65.463,66.051
bucket_heuristic_recent,anterior,0.001,11700000,5850,3.261,65.761,65.466,66.054
bucket_heuristic_recent,anterior,0.001,11800000,5900,3.288,65.728,65.433,66.022
bucket_heuristic_recent,anterior,0.001,11900000,5950,3.316,65.662,65.367,65.956
bucket_heuristic_recent,anterior,0.001,12000000,6000,3.344,65.511,65.216,65.805
bucket_heuristic_recent,anterior,0.001,12100000,6050,3.372,65.556,65.261,65.85
bucket_heuristic_recent,anterior,0.001,12200000,6100,3.399,65.647,65.352,65.941
bucket_heuristic_recent,anterior,0.001,12300000,6150,3.427,65.805,65.51,66.098
bucket_heuristic_recent,anterior,0.001,12400000,6200,3.455,65.742,65.447,66.036
bucket_heuristic_recent,anterior,0.001,12500000,6250,3.483,65.642,65.347,65.936
bucket_heuristic_recent,anterior,0.001,12600000,6300,3.511,65.936,65.642,66.229
bucket_heuristic_recent,anterior,0.001,12700000,6350,3.539,65.939,65.645,66.232
bucket_heuristic_recent,anterior,0.001,12800000,6400,3.567,65.894,65.6,66.187
bucket_heuristic_recent,anterior,0.001,12900000,6450,3.594,65.981,65.687,66.274
bucket_heuristic_recent,anterior,0.001,13000000,6500,3.622,65.897,65.603,66.19
bucket_heuristic_recent,anterior,0.001,13100000,6550,3.65,66.067,65.773,66.36
bucket_heuristic_recent,anterior,0.001,13200000,6600,3.678,65.813,65.518,66.106
bucket_heuristic_recent,anterior,0.001,13300000,6650,3.705,65.589,65.294,65.883
bucket_heuristic_recent,anterior,0.001,13400000,6700,3.733,65.803,65.508,66.096
bucket_heuristic_recent,anterior,0.001,13500000,6750,3.761,65.765,65.47,66.058
bucket_heuristic_recent,anterior,0.001,13600000,6800,3.789,66.018,65.724,66.311
bucket_heuristic_recent,anterior,0.001,13700000,6850,3.817,65.938,65.644,66.231
bucket_heuristic_recent,anterior,0.001,13800000,6900,3.844,65.835,65.54,66.128
bucket_heuristic_recent,anterior,0.001,13900000,6950,3.872,65.732,65.437,66.026
bucket_heuristic_recent,anterior,0.001,14000000,7000,3.9,65.583,65.288,65.877
bucket_heuristic_recent,anterior,0.001,14100000,7050,3.928,65.687,65.392,65.981
bucket_heuristic_recent,anterior,0.001,14200000,7100,3.956,65.987,65.693,66.28
bucket_heuristic_recent,anterior,0.001,14300000,7150,3.983,65.784,65.489,66.077
bucket_heuristic_recent,anterior,0.001,14400000,7200,4.011,65.82,65.525,66.113
bucket_heuristic_recent,anterior,0.001,14500000,7250,4.039,65.853,65.558,66.146
bucket_heuristic_recent,anterior,0.001,14600000,7300,4.067,65.844,65.549,66.137
bucket_heuristic_recent,anterior,0.001,14700000,7350,4.095,65.927,65.633,66.22
bucket_heuristic_recent,anterior,0.001,14800000,7400,4.123,65.963,65.669,66.256
bucket_heuristic_recent,anterior,0.001,14900000,7450,4.151,65.781,65.486,66.074
bucket_heuristic_recent,anterior,0.001,15000000,7500,4.178,65.869,65.575,66.162
bucket_heuristic_recent,anterior,0.001,15100000,7550,4.206,65.759,65.464,66.052
bucket_heuristic_recent,anterior,0.001,15200000,7600,4.234,65.687,65.392,65.981
bucket_heuristic_recent,anterior,0.001,15300000,7650,4.262,65.818,65.523,66.111
bucket_heuristic_recent,anterior,0.001,15400000,7700,4.289,65.821,65.526,66.114
bucket_heuristic_recent,anterior,0.001,15500000,7750,4.317,65.671,65.376,65.965
bucket_heuristic_recent,anterior,0.001,15600000,7800,4.345,65.758,65.463,66.051
bucket_heuristic_recent,anterior,0.001,15700000,7850,4.373,65.843,65.548,66.136
bucket_heuristic_recent,anterior,0.001,15800000,7900,4.401,65.832,65.537,66.125
bucket_heuristic_recent,anterior,0.001,15900000,7950,4.429,65.985,65.691,66.278
bucket_heuristic_recent,anterior,0.001,16000000,8000,4.457,65.919,65.625,66.212
bucket_heuristic_recent,anterior,0.001,16100000,8050,4.485,65.83,65.535,66.123
bucket_heuristic_recent,anterior,0.001,16200000,8100,4.513,65.676,65.381,65.97
bucket_heuristic_recent,anterior,0.001,16300000,8150,4.543,65.837,65.542,66.13
bucket_heuristic_recent,anterior,0.001,16400000,8200,4.572,65.949,65.655,66.242
bucket_heuristic_recent,anterior,0.001,16500000,8250,4.601,65.722,65.427,66.016
bucket_heuristic_recent,anterior,0.001,16600000,8300,4.629,66.001,65.707,66.294
bucket_heuristic_recent,anterior,0.001,16700000,8350,4.656,65.808,65.513,66.101
bucket_heuristic_recent,anterior,0.001,16800000,8400,4.685,65.846,65.551,66.139
bucket_heuristic_recent,anterior,0.001,16900000,8450,4.713,65.888,65.594,66.181
bucket_heuristic_recent,anterior,0.001,17000000,8500,4.742,65.883,65.589,66.176
bucket_heuristic_recent,anterior,0.001,17100000,8550,4.773,66.014,65.72,66.307
bucket_heuristic_recent,anterior,0.001,17200000,8600,4.803,65.963,65.669,66.256
bucket_heuristic_recent,anterior,0.001,17300000,8650,4.834,65.867,65.573,66.16
bucket_heuristic_recent,anterior,0.001,17400000,8700,4.864,65.934,65.64,66.227
bucket_heuristic_recent,anterior,0.001,17500000,8750,4.893,65.887,65.593,66.18
bucket_heuristic_recent,anterior,0.001,17600000,8800,4.924,65.694,65.399,65.988
bucket_heuristic_recent,anterior,0.001,17700000,8850,4.951,65.803,65.508,66.096
bucket_heuristic_recent,anterior,0.001,17800000,8900,4.979,65.803,65.508,66.096
bucket_heuristic_recent,anterior,0.001,17900000,8950,5.007,65.897,65.603,66.19
bucket_heuristic_recent,anterior,0.001,18000000,9000,5.037,65.773,65.478,66.066
bucket_heuristic_recent,anterior,0.001,18100000,9050,5.068,65.792,65.497,66.085
bucket_heuristic_recent,anterior,0.001,18200000,9100,5.099,65.771,65.476,66.064
baseline_zero,anterior,0.001,0,0,0.009,62.631,62.331,62.93
baseline_zero,anterior,0.001,100000,50,0.036,63.631,63.332,63.929
baseline_zero,anterior,0.001,200000,100,0.063,64.158,63.86,64.455
baseline_zero,anterior,0.001,300000,150,0.091,64.288,63.99,64.584
baseline_zero,anterior,0.001,400000,200,0.118,64.287,63.989,64.583
baseline_zero,anterior,0.001,500000,250,0.146,64.496,64.199,64.792
baseline_zero,anterior,0.001,600000,300,0.173,64.227,63.929,64.524
baseline_zero,anterior,0.001,700000,350,0.2,64.641,64.344,64.937
baseline_zero,anterior,0.001,800000,400,0.227,64.751,64.454,65.047
baseline_zero,anterior,0.001,900000,450,0.254,64.528,64.231,64.824
baseline_zero,anterior,0.001,1000000,500,0.282,64.461,64.164,64.757
baseline_zero,anterior,0.001,1100000,550,0.31,64.624,64.327,64.92
baseline_zero,anterior,0.001,1200000,600,0.337,64.722,64.425,65.018
baseline_zero,anterior,0.001,1300000,650,0.364,64.565,64.268,64.861
baseline_zero,anterior,0.001,1400000,700,0.392,64.483,64.186,64.779
baseline_zero,anterior,0.001,1500000,750,0.419,64.608,64.311,64.904
baseline_zero,anterior,0.001,1600000,800,0.446,64.624,64.327,64.92
baseline_zero,anterior,0.001,1700000,850,0.474,64.764,64.467,65.06
baseline_zero,anterior,0.001,1800000,900,0.502,64.65,64.353,64.946
baseline_zero,anterior,0.001,1900000,950,0.529,64.819,64.522,65.114
baseline_zero,anterior,0.001,2000000,1000,0.557,65.055,64.759,65.35
baseline_zero,anterior,0.001,2100000,1050,0.584,64.848,64.552,65.143
baseline_zero,anterior,0.001,2200000,1100,0.611,64.802,64.505,65.097
baseline_zero,anterior,0.001,2300000,1150,0.638,65.187,64.891,65.482
baseline_zero,anterior,0.001,2400000,1200,0.665,65.034,64.738,65.329
baseline_zero,anterior,0.001,2500000,1250,0.693,65.019,64.723,65.314
baseline_zero,anterior,0.001,2600000,1300,0.72,64.952,64.656,65.247
baseline_zero,anterior,0.001,2700000,1350,0.747,65.144,64.848,65.439
baseline_zero,anterior,0.001,2800000,1400,0.774,64.999,64.703,65.294
baseline_zero,anterior,0.001,2900000,1450,0.802,64.968,64.672,65.263
baseline_zero,anterior,0.001,3000000,1500,0.829,65.103,64.807,65.398
baseline_zero,anterior,0.001,3100000,1550,0.856,65.113,64.817,65.408
baseline_zero,anterior,0.001,3200000,1600,0.883,65.094,64.798,65.389
baseline_zero,anterior,0.001,3300000,1650,0.911,65.059,64.763,65.354
baseline_zero,anterior,0.001,3400000,1700,0.938,65.107,64.811,65.402
baseline_zero,anterior,0.001,3500000,1750,0.965,65.085,64.789,65.38
baseline_zero,anterior,0.001,3600000,1800,0.993,65.304,65.008,65.598
baseline_zero,anterior,0.001,3700000,1850,1.02,65.194,64.898,65.489
baseline_zero,anterior,0.001,3800000,1900,1.047,65.244,64.948,65.539
baseline_zero,anterior,0.001,3900000,1950,1.074,65.31,65.014,65.604
baseline_zero,anterior,0.001,4000000,2000,1.101,65.125,64.829,65.42
baseline_zero,anterior,0.001,4100000,2050,1.128,65.164,64.868,65.459
baseline_zero,anterior,0.001,4200000,2100,1.155,65.32,65.024,65.614
baseline_zero,anterior,0.001,4300000,2150,1.182,65.254,64.958,65.549
baseline_zero,anterior,0.001,4400000,2200,1.209,65.531,65.236,65.825
baseline_zero,anterior,0.001,4500000,2250,1.237,65.363,65.068,65.657
baseline_zero,anterior,0.001,4600000,2300,1.265,65.378,65.083,65.672
baseline_zero,anterior,0.001,4700000,2350,1.293,65.22,64.924,65.515
baseline_zero,anterior,0.001,4800000,2400,1.322,65.036,64.74,65.331
baseline_zero,anterior,0.001,4900000,2450,1.35,65.227,64.931,65.522
baseline_zero,anterior,0.001,5000000,2500,1.378,65.216,64.92,65.511
baseline_zero,anterior,0.001,5100000,2550,1.407,65.156,64.86,65.451
baseline_zero,anterior,0.001,5200000,2600,1.435,65.424,65.129,65.718
baseline_zero,anterior,0.001,5300000,2650,1.463,65.29,64.994,65.584
baseline_zero,anterior,0.001,5400000,2700,1.491,65.263,64.967,65.558
baseline_zero,anterior,0.001,5500000,2750,1.519,65.545,65.25,65.839
baseline_zero,anterior,0.001,5600000,2800,1.547,65.251,64.955,65.546
baseline_zero,anterior,0.001,5700000,2850,1.576,65.401,65.106,65.695
baseline_zero,anterior,0.001,5800000,2900,1.604,65.435,65.14,65.729
baseline_zero,anterior,0.001,5900000,2950,1.632,65.493,65.198,65.787
baseline_zero,anterior,0.001,6000000,3000,1.661,65.493,65.198,65.787
baseline_zero,anterior,0.001,6100000,3050,1.689,65.372,65.077,65.666
baseline_zero,anterior,0.001,6200000,3100,1.718,65.377,65.082,65.671
baseline_zero,anterior,0.001,6300000,3150,1.747,65.162,64.866,65.457
baseline_zero,anterior,0.001,6400000,3200,1.774,65.372,65.077,65.666
baseline_zero,anterior,0.001,6500000,3250,1.801,65.52,65.225,65.814
baseline_zero,anterior,0.001,6600000,3300,1.828,65.429,65.134,65.723
baseline_zero,anterior,0.001,6700000,3350,1.855,65.488,65.193,65.782
baseline_zero,anterior,0.001,6800000,3400,1.882,65.519,65.224,65.813
baseline_zero,anterior,0.001,6900000,3450,1.908,65.338,65.042,65.632
baseline_zero,anterior,0.001,7000000,3500,1.935,65.533,65.238,65.827
baseline_zero,anterior,0.001,7100000,3550,1.963,65.642,65.347,65.936
baseline_zero,anterior,0.001,7200000,3600,1.99,65.615,65.32,65.909
baseline_zero,anterior,0.001,7300000,3650,2.017,65.495,65.2,65.789
baseline_zero,anterior,0.001,7400000,3700,2.044,65.668,65.373,65.962
baseline_zero,anterior,0.001,7500000,3750,2.071,65.681,65.386,65.975
baseline_zero,anterior,0.001,7600000,3800,2.098,65.682,65.387,65.976
baseline_zero,anterior,0.001,7700000,3850,2.125,65.41,65.115,65.704
baseline_zero,anterior,0.001,7800000,3900,2.152,65.324,65.028,65.618
baseline_zero,anterior,0.001,7900000,3950,2.179,65.404,65.109,65.698
baseline_zero,anterior,0.001,8000000,4000,2.206,65.409,65.114,65.703
baseline_zero,anterior,0.001,8100000,4050,2.233,65.474,65.179,65.768
baseline_zero,anterior,0.001,8200000,4100,2.26,65.393,65.098,65.687
baseline_zero,anterior,0.001,8300000,4150,2.287,65.411,65.116,65.705
baseline_zero,anterior,0.001,8400000,4200,2.314,65.273,64.977,65.567
baseline_zero,anterior,0.001,8500000,4250,2.341,65.49,65.195,65.784
baseline_zero,anterior,0.001,8600000,4300,2.368,65.437,65.142,65.731
baseline_zero,anterior,0.001,8700000,4350,2.396,65.528,65.233,65.822
baseline_zero,anterior,0.001,8800000,4400,2.423,65.608,65.313,65.902
baseline_zero,anterior,0.001,8900000,4450,2.449,65.571,65.276,65.865
baseline_zero,anterior,0.001,9000000,4500,2.476,65.401,65.106,65.695
baseline_zero,anterior,0.001,9100000,4550,2.504,65.519,65.224,65.813
baseline_zero,anterior,0.001,9200000,4600,2.53,65.762,65.467,66.055
baseline_zero,anterior,0.001,9300000,4650,2.558,65.674,65.379,65.968
baseline_zero,anterior,0.001,9400000,4700,2.585,65.782,65.487,66.075
baseline_zero,anterior,0.001,9500000,4750,2.612,65.53,65.235,65.824
baseline_zero,anterior,0.001,9600000,4800,2.639,65.629,65.334,65.923
baseline_zero,anterior,0.001,9700000,4850,2.666,65.737,65.442,66.031
baseline_zero,anterior,0.001,9800000,4900,2.693,65.798,65.503,66.091
baseline_zero,anterior,0.001,9900000,4950,2.72,65.609,65.314,65.903
baseline_zero,anterior,0.001,10000000,5000,2.746,65.664,65.369,65.958
baseline_zero,anterior,0.001,10100000,5050,2.773,65.815,65.52,66.108
baseline_zero,anterior,0.001,10200000,5100,2.8,65.634,65.339,65.928
baseline_zero,anterior,0.001,10300000,5150,2.827,65.419,65.124,65.713
baseline_zero,anterior,0.001,10400000,5200,2.853,65.52,65.225,65.814
baseline_zero,anterior,0.001,10500000,5250,2.88,65.677,65.382,65.971
baseline_zero,anterior,0.001,10600000,5300,2.907,65.589,65.294,65.883
baseline_zero,anterior,0.001,10700000,5350,2.935,65.777,65.482,66.07
baseline_zero,anterior,0.001,10800000,5400,2.965,65.723,65.428,66.017
baseline_zero,anterior,0.001,10900000,5450,2.994,65.664,65.369,65.958
baseline_zero,anterior,0.001,11000000,5500,3.022,65.674,65.379,65.968
baseline_zero,anterior,0.001,11100000,5550,3.05,65.695,65.4,65.989
baseline_zero,anterior,0.001,11200000,5600,3.078,65.81,65.515,66.103
baseline_zero,anterior,0.001,11300000,5650,3.106,65.816,65.521,66.109
baseline_zero,anterior,0.001,11400000,5700,3.134,65.735,65.44,66.029
baseline_zero,anterior,0.001,11500000,5750,3.164,65.391,65.096,65.685
baseline_zero,anterior,0.001,11600000,5800,3.194,65.748,65.453,66.042
baseline_zero,anterior,0.001,11700000,5850,3.223,65.593,65.298,65.887
baseline_zero,anterior,0.001,11800000,5900,3.253,65.67,65.375,65.964
baseline_zero,anterior,0.001,11900000,5950,3.281,65.772,65.477,66.065
baseline_zero,anterior,0.001,12000000,6000,3.31,65.628,65.333,65.922
baseline_zero,anterior,0.001,12100000,6050,3.339,65.589,65.294,65.883
baseline_zero,anterior,0.001,12200000,6100,3.372,65.676,65.381,65.97
baseline_zero,anterior,0.001,12300000,6150,3.402,65.801,65.506,66.094
baseline_zero,anterior,0.001,12400000,6200,3.431,65.838,65.543,66.131
baseline_zero,anterior,0.001,12500000,6250,3.46,65.601,65.306,65.895
baseline_zero,anterior,0.001,12600000,6300,3.488,65.959,65.665,66.252
baseline_zero,anterior,0.001,12700000,6350,3.517,65.683,65.388,65.977
baseline_zero,anterior,0.001,12800000,6400,3.546,65.846,65.551,66.139
baseline_zero,anterior,0.001,12900000,6450,3.574,65.777,65.482,66.07
baseline_zero,anterior,0.001,13000000,6500,3.605,65.684,65.389,65.978
baseline_zero,anterior,0.001,13100000,6550,3.634,65.809,65.514,66.102
baseline_zero,anterior,0.001,13200000,6600,3.662,65.646,65.351,65.94
baseline_zero,anterior,0.001,13300000,6650,3.691,65.676,65.381,65.97
baseline_zero,anterior,0.001,13400000,6700,3.719,65.717,65.422,66.011
baseline_zero,anterior,0.001,13500000,6750,3.748,65.661,65.366,65.955
baseline_zero,anterior,0.001,13600000,6800,3.776,65.778,65.483,66.071
baseline_zero,anterior,0.001,13700000,6850,3.804,65.944,65.65,66.237
baseline_zero,anterior,0.001,13800000,6900,3.833,65.777,65.482,66.07
baseline_zero,anterior,0.001,13900000,6950,3.861,65.832,65.537,66.125
baseline_zero,anterior,0.001,14000000,7000,3.89,65.737,65.442,66.031
baseline_zero,anterior,0.001,14100000,7050,3.918,65.512,65.217,65.806
baseline_zero,anterior,0.001,14200000,7100,3.946,65.808,65.513,66.101
baseline_zero,anterior,0.001,14300000,7150,3.974,65.635,65.34,65.929
baseline_zero,anterior,0.001,14400000,7200,4.003,65.862,65.568,66.155
baseline_zero,anterior,0.001,14500000,7250,4.031,65.868,65.574,66.161
baseline_zero,anterior,0.001,14600000,7300,4.06,65.861,65.566,66.154
baseline_zero,anterior,0.001,14700000,7350,4.09,65.701,65.406,65.995
baseline_zero,anterior,0.001,14800000,7400,4.12,65.87,65.576,66.163
baseline_zero,anterior,0.001,14900000,7450,4.151,65.873,65.579,66.166
baseline_zero,anterior,0.001,15000000,7500,4.184,65.801,65.506,66.094
baseline_zero,anterior,0.001,15100000,7550,4.215,65.763,65.468,66.056
baseline_zero,anterior,0.001,15200000,7600,4.247,65.925,65.631,66.218
baseline_zero,anterior,0.001,15300000,7650,4.277,65.95,65.656,66.243
baseline_zero,anterior,0.001,15400000,7700,4.305,65.96,65.666,66.253
baseline_zero,anterior,0.001,15500000,7750,4.336,65.624,65.329,65.918
baseline_zero,anterior,0.001,15600000,7800,4.365,65.924,65.63,66.217
baseline_zero,anterior,0.001,15700000,7850,4.395,65.762,65.467,66.055
baseline_zero,anterior,0.001,15800000,7900,4.426,65.828,65.533,66.121
baseline_zero,anterior,0.001,15900000,7950,4.455,65.935,65.641,66.228
baseline_zero,anterior,0.001,16000000,8000,4.484,65.909,65.615,66.202
baseline_zero,anterior,0.001,16100000,8050,4.515,65.713,65.418,66.007
baseline_zero,anterior,0.001,16200000,8100,4.543,65.73,65.435,66.024
baseline_zero,anterior,0.001,16300000,8150,4.575,65.891,65.597,66.184
baseline_zero,anterior,0.001,16400000,8200,4.605,65.773,65.478,66.066
baseline_zero,anterior,0.001,16500000,8250,4.633,65.753,65.458,66.047
baseline_zero,anterior,0.001,16600000,8300,4.66,66.238,65.944,66.53
baseline_zero,anterior,0.001,16700000,8350,4.686,65.935,65.641,66.228
baseline_zero,anterior,0.001,16800000,8400,4.713,65.653,65.358,65.947
baseline_zero,anterior,0.001,16900000,8450,4.74,65.876,65.582,66.169
baseline_zero,anterior,0.001,17000000,8500,4.767,66.031,65.737,66.324
baseline_zero,anterior,0.001,17100000,8550,4.794,65.932,65.638,66.225
baseline_zero,anterior,0.001,17200000,8600,4.821,65.75,65.455,66.044
baseline_zero,anterior,0.001,17300000,8650,4.848,65.721,65.426,66.015
baseline_zero,anterior,0.001,17400000,8700,4.875,65.843,65.548,66.136
baseline_zero,anterior,0.001,17500000,8750,4.903,65.686,65.391,65.98
baseline_zero,anterior,0.001,17600000,8800,4.93,65.758,65.463,66.051
baseline_zero,anterior,0.001,17700000,8850,4.957,65.813,65.518,66.106
baseline_zero,anterior,0.001,17800000,8900,4.984,65.845,65.55,66.138
baseline_zero,anterior,0.001,17900000,8950,5.012,65.997,65.703,66.29
baseline_zero,anterior,0.001,18000000,9000,5.04,65.855,65.56,66.148
bucket_all,anterior,0.001,0,0,0.008,62.631,62.331,62.93
bucket_all,anterior,0.001,100000,50,0.054,63.957,63.659,64.254
bucket_all,anterior,0.001,200000,100,0.1,63.917,63.619,64.214
bucket_all,anterior,0.001,300000,150,0.147,64.432,64.135,64.728
bucket_all,anterior,0.001,400000,200,0.193,64.479,64.182,64.775
bucket_all,anterior,0.001,500000,250,0.239,64.312,64.015,64.608
bucket_all,anterior,0.001,600000,300,0.286,64.175,63.877,64.472
bucket_all,anterior,0.001,700000,350,0.333,64.436,64.139,64.732
bucket_all,anterior,0.001,800000,400,0.38,64.67,64.373,64.966
bucket_all,anterior,0.001,900000,450,0.428,64.494,64.197,64.79
bucket_all,anterior,0.001,1000000,500,0.475,64.405,64.108,64.701
bucket_all,anterior,0.001,1100000,550,0.522,64.567,64.27,64.863
bucket_all,anterior,0.001,1200000,600,0.57,64.666,64.369,64.962
bucket_all,anterior,0.001,1300000,650,0.618,64.713,64.416,65.009
bucket_all,anterior,0.001,1400000,700,0.665,64.742,64.445,65.038
bucket_all,anterior,0.001,1500000,750,0.712,64.559,64.262,64.855
bucket_all,anterior,0.001,1600000,800,0.76,64.732,64.435,65.028
bucket_all,anterior,0.001,1700000,850,0.808,64.738,64.441,65.034
bucket_all,anterior,0.001,1800000,900,0.855,65.0,64.704,65.295
bucket_all,anterior,0.001,1900000,950,0.902,64.652,64.355,64.948
bucket_all,anterior,0.001,2000000,1000,0.95,64.86,64.564,65.155
bucket_all,anterior,0.001,2100000,1050,0.997,64.676,64.379,64.972
bucket_all,anterior,0.001,2200000,1100,1.044,64.888,64.592,65.183
bucket_all,anterior,0.001,2300000,1150,1.092,65.069,64.773,65.364
bucket_all,anterior,0.001,2400000,1200,1.139,64.469,64.172,64.765
bucket_all,anterior,0.001,2500000,1250,1.186,64.749,64.452,65.045
bucket_all,anterior,0.001,2600000,1300,1.234,64.525,64.228,64.821
bucket_all,anterior,0.001,2700000,1350,1.281,64.943,64.647,65.238
bucket_all,anterior,0.001,2800000,1400,1.328,64.854,64.558,65.149
bucket_all,anterior,0.001,2900000,1450,1.376,65.086,64.79,65.381
bucket_all,anterior,0.001,3000000,1500,1.423,65.301,65.005,65.595
bucket_all,anterior,0.001,3100000,1550,1.471,65.215,64.919,65.51
bucket_all,anterior,0.001,3200000,1600,1.518,65.076,64.78,65.371
bucket_all,anterior,0.001,3300000,1650,1.565,65.128,64.832,65.423
bucket_all,anterior,0.001,3400000,1700,1.613,65.051,64.755,65.346
bucket_all,anterior,0.001,3500000,1750,1.66,65.189,64.893,65.484
bucket_all,anterior,0.001,3600000,1800,1.707,65.229,64.933,65.524
bucket_all,anterior,0.001,3700000,1850,1.754,65.146,64.85,65.441
bucket_all,anterior,0.001,3800000,1900,1.801,65.281,64.985,65.575
bucket_all,anterior,0.001,3900000,1950,1.849,65.162,64.866,65.457
bucket_all,anterior,0.001,4000000,2000,1.896,65.171,64.875,65.466
bucket_all,anterior,0.001,4100000,2050,1.944,64.935,64.639,65.23
bucket_all,anterior,0.001,4200000,2100,1.991,65.323,65.027,65.617
bucket_all,anterior,0.001,4300000,2150,2.038,65.313,65.017,65.607
bucket_all,anterior,0.001,4400000,2200,2.085,65.215,64.919,65.51
bucket_all,anterior,0.001,4500000,2250,2.132,65.126,64.83,65.421
bucket_all,anterior,0.001,4600000,2300,2.18,65.165,64.869,65.46
bucket_all,anterior,0.001,4700000,2350,2.227,65.396,65.101,65.69
bucket_all,anterior,0.001,4800000,2400,2.275,65.229,64.933,65.524
bucket_all,anterior,0.001,4900000,2450,2.322,65.276,64.98,65.57
bucket_all,anterior,0.001,5000000,2500,2.369,65.338,65.042,65.632
bucket_all,anterior,0.001,5100000,2550,2.417,65.387,65.092,65.681
bucket_all,anterior,0.001,5200000,2600,2.464,65.33,65.034,65.624
bucket_all,anterior,0.001,5300000,2650,2.511,65.192,64.896,65.487
bucket_all,anterior,0.001,5400000,2700,2.558,65.206,64.91,65.501
bucket_all,anterior,0.001,5500000,2750,2.606,65.445,65.15,65.739
bucket_all,anterior,0.001,5600000,2800,2.653,65.435,65.14,65.729
bucket_all,anterior,0.001,5700000,2850,2.7,65.499,65.204,65.793
bucket_all,anterior,0.001,5800000,2900,2.748,65.263,64.967,65.558
bucket_all,anterior,0.001,5900000,2950,2.795,65.1,64.804,65.395
bucket_all,anterior,0.001,6000000,3000,2.842,65.463,65.168,65.757
bucket_all,anterior,0.001,6100000,3050,2.889,65.395,65.1,65.689
bucket_all,anterior,0.001,6200000,3100,2.937,65.409,65.114,65.703
bucket_all,anterior,0.001,6300000,3150,2.984,65.29,64.994,65.584
bucket_all,anterior,0.001,6400000,3200,3.031,65.277,64.981,65.571
bucket_all,anterior,0.001,6500000,3250,3.079,65.278,64.982,65.572
bucket_all,anterior,0.001,6600000,3300,3.126,65.356,65.06,65.65
bucket_all,anterior,0.001,6700000,3350,3.173,65.433,65.138,65.727
bucket_all,anterior,0.001,6800000,3400,3.221,65.373,65.078,65.667
bucket_all,anterior,0.001,6900000,3450,3.268,65.316,65.02,65.61
bucket_all,anterior,0.001,7000000,3500,3.315,65.472,65.177,65.766
bucket_all,anterior,0.001,7100000,3550,3.362,65.44,65.145,65.734
bucket_all,anterior,0.001,7200000,3600,3.41,65.246,64.95,65.541
bucket_all,anterior,0.001,7300000,3650,3.457,65.403,65.108,65.697
bucket_all,anterior,0.001,7400000,3700,3.503,65.457,65.162,65.751
bucket_all,anterior,0.001,7500000,3750,3.551,65.415,65.12,65.709
bucket_all,anterior,0.001,7600000,3800,3.598,65.518,65.223,65.812
bucket_all,anterior,0.001,7700000,3850,3.645,65.506,65.211,65.8
bucket_all,anterior,0.001,7800000,3900,3.692,65.311,65.015,65.605
bucket_all,anterior,0.001,7900000,3950,3.739,65.331,65.035,65.625
bucket_all,anterior,0.001,8000000,4000,3.786,65.438,65.143,65.732
bucket_all,anterior,0.001,8100000,4050,3.833,65.37,65.075,65.664
